000418,景顺长城成长之星,2019-03-26,1.7120,1.7170,0.29,2019-03-27 15:00
000420,大摩优质信价纯债C,2019-03-26,1.0720,1.0723,0.03,2019-03-27 15:00
000351,国富恒丰定期债券A,2019-03-22,1.0240,1.0266,0.25,2019-03-27 15:00
000336,农银研究精选,2019-03-26,1.1348,1.1307,-0.36,2019-03-27 15:00
000427,大成信用增利一年定开债券C,2019-03-26,1.1100,1.1107,0.06,2019-03-27 15:00
000426,大成信用增利一年定开债券A,2019-03-26,1.1270,1.1277,0.06,2019-03-27 15:00
000387,泰达宏利瑞利债券A,2019-03-26,1.0000,1.0001,0.01,2019-03-27 15:00
000438,融通月月添利定开债B,2019-03-26,1.0560,1.0564,0.03,2019-03-27 15:00
000410,益民服务领先混合,2019-03-26,2.8060,2.8316,0.91,2019-03-27 15:00
000462,农银主题轮动混合,2019-03-26,0.9923,0.9987,0.65,2019-03-27 15:00
000465,景顺长城鑫月薪定期支付债券,2019-03-26,1.0390,1.0393,0.03,2019-03-27 15:00
000429,易方达聚盈分级债券发起式A,2019-03-26,1.0038,1.0039,0.01,2019-03-27 15:00
000477,广发主题领先混合,2019-03-26,1.5180,1.5300,0.79,2019-03-27 15:00
000478,建信中证500指数增强A,2019-03-26,2.0589,2.0781,0.93,2019-03-27 15:00
000428,易方达聚盈分级债券发起式,2019-03-26,1.0179,1.0182,0.03,2019-03-27 15:00
000466,融通通瑞债券A/B,2019-03-26,1.0820,1.0831,0.10,2019-03-27 15:00
000512,国泰结构转型灵活配置混合A,2019-03-26,1.7670,1.7823,0.86,2019-03-27 15:00
000394,融通通源短融债券A,2019-03-26,1.0180,1.0183,0.03,2019-03-27 15:00
000480,东方红新动力混合,2019-03-26,2.4120,2.4264,0.60,2019-03-27 15:00
000481,华商双债丰利债券C,2019-03-26,0.8620,0.8622,0.02,2019-03-27 15:00
000520,上银新兴价值成长混合,2019-03-26,1.0860,1.1024,1.51,2019-03-27 15:00
000501,华富恒富18个月定开债C,2019-03-22,1.1207,1.1207,0.00,2019-03-27 15:00
000510,诺安永鑫收益一年定开债券,2019-03-22,1.0390,1.0390,0.00,2019-03-27 15:00
000545,中邮核心竞争力灵活配置混合,2019-03-26,1.1090,1.1124,0.30,2019-03-27 15:00
000561,南方启元债券A,2019-03-26,1.1360,1.1363,0.02,2019-03-27 15:00
000563,南方通利债券A,2019-03-26,1.1190,1.1193,0.03,2019-03-27 15:00
000516,富国祥利一年期定期开放债券型A,2019-03-26,1.0730,1.0733,0.03,2019-03-27 15:00
000529,广发竞争优势混合,2019-03-26,1.6740,1.7029,1.72,2019-03-27 15:00
000574,宝盈新价值混合,2019-03-26,1.3280,1.3532,1.90,2019-03-27 15:00
000591,中银健康生活混合,2019-03-26,1.4080,1.4201,0.86,2019-03-27 15:00
000554,中国梦基金,2019-03-26,1.3880,1.3935,0.40,2019-03-27 15:00
000595,嘉实泰和混合,2019-03-26,2.2360,2.2577,0.97,2019-03-27 15:00
000564,南方通利债券C,2019-03-26,1.1150,1.1153,0.03,2019-03-27 15:00
000609,华商新量化灵活配置混合,2019-03-26,1.1240,1.1431,1.70,2019-03-27 15:00
000616,上投摩根优信增利债券A,2019-03-26,1.4120,1.4126,0.04,2019-03-27 15:00
000601,华宝创新优选混合,2019-03-26,0.9980,1.0026,0.46,2019-03-27 15:00
000628,大成高新技术产业股票,2019-03-26,1.6150,1.6419,1.66,2019-03-27 15:00
000655,鑫元稳利债券,2019-03-26,1.0738,1.0741,0.02,2019-03-27 15:00
000584,新华鑫益灵活配置混合,2019-03-26,2.1570,2.1532,-0.18,2019-03-27 15:00
000606,天弘优选债券,2019-03-26,1.0289,1.0292,0.03,2019-03-27 15:00
000668,国寿安保尊享债券A,2019-03-26,1.2530,1.2534,0.03,2019-03-27 15:00
000629,圆信永丰纯债A,2019-03-22,1.1200,1.1200,0.00,2019-03-26 15:00
000623,华富恒财定开债C,2019-03-26,1.0187,1.0190,0.03,2019-03-27 15:00
000550,广发新动力混合,2019-03-26,1.8140,1.8369,1.26,2019-03-27 15:00
000624,华富恒财定开债A,2019-03-26,1.0321,1.0324,0.03,2019-03-27 15:00
000697,汇添富移动互联股票,2019-03-26,1.0760,1.0754,-0.05,2019-03-27 15:00
000617,上投摩根优信增利债券C,2019-03-26,1.3840,1.3846,0.04,2019-03-27 15:00
000593,易方达标普消费品指数美元现汇A,2019-03-25,0.2648,0.2653,0.20,2019-03-27 04:00
000679,招商丰利灵活配置混合A,2019-03-26,1.1270,1.1288,0.16,2019-03-27 15:00
000723,建信稳定添利债券C,2019-03-26,1.0760,1.0762,0.02,2019-03-27 15:00
000672,工银绝对收益混合发起B,2019-03-26,1.0270,1.0272,0.02,2019-03-27 15:00
000742,国泰新经济灵活配置混合,2019-03-26,1.7360,1.7422,0.36,2019-03-27 15:00
000743,红塔红土盛世普益混合发起式,2019-03-26,0.9330,0.9338,0.09,2019-03-27 15:00
000728,工银目标收益一年定开C,2019-03-22,1.1370,1.1441,0.62,2019-03-27 15:00
000744,北信瑞丰稳定收益A,2019-03-26,1.0680,1.0683,0.03,2019-03-27 15:00
000695,大成景益平稳收益混合,2019-03-26,1.4610,1.4622,0.09,2019-03-27 15:00
000690,前海开源大海洋混合,2019-03-26,1.0300,1.0339,0.38,2019-03-27 15:00
000711,嘉实医疗保健股票,2019-03-26,1.5160,1.5597,2.88,2019-03-27 15:00
000781,国投瑞银岁增利债券A,2019-03-26,1.0820,1.0822,0.02,2019-03-27 15:00
000793,工银高端制造股票,2019-03-26,0.7900,0.7986,1.08,2019-03-27 15:00
000745,北信瑞丰稳定收益C,2019-03-26,1.0640,1.0643,0.03,2019-03-27 15:00
000803,工银研究精选股票,2019-03-26,1.3390,1.3408,0.13,2019-03-27 15:00
000762,汇添富绝对收益定开混合,2019-03-26,1.1570,1.1573,0.02,2019-03-27 15:00
000828,泰达转型机遇,2019-03-26,0.8430,0.8466,0.42,2019-03-27 15:00
000804,中信建投稳利混合A,2019-03-26,1.0494,1.0503,0.09,2019-03-27 15:00
000768,长城久盈纯债债券,2019-03-26,1.0006,1.0008,0.02,2019-03-27 15:00
000843,富国新回报灵活配置混合C,2019-03-26,1.1130,1.1140,0.09,2019-03-27 15:00
000867,华宝品质生活股票,2019-03-26,0.9560,0.9611,0.54,2019-03-27 15:00
000812,富国收益增强债券C,2019-03-26,1.1250,1.1257,0.06,2019-03-27 15:00
000814,鑫元合享纯债C,2019-03-26,1.0136,1.0139,0.02,2019-03-27 15:00
000841,富国新回报灵活配置混合A/B,2019-03-26,1.1310,1.1320,0.09,2019-03-27 15:00
000850,汇丰晋信双核策略混合C,2019-03-26,1.1345,1.1463,1.04,2019-03-27 15:00
000866,华宝制造股票,2019-03-26,1.1080,1.1114,0.30,2019-03-27 15:00
000845,国投瑞银信息消费混合,2019-03-26,1.0510,1.0649,1.32,2019-03-27 15:00
000859,融通通瑞债券C,2019-03-26,1.0490,1.0501,0.10,2019-03-27 15:00
000887,上投摩根稳进回报混合,2019-03-26,0.9980,0.9989,0.09,2019-03-27 15:00
000914,中加纯债债券,2019-03-26,1.0418,1.0421,0.03,2019-03-27 15:00
000835,华润元大富时中国A50指数,2019-03-26,1.7200,1.7414,1.24,2019-03-27 15:00
000927,博时大中华亚太精选美元现汇,2019-03-25,0.1680,0.1685,0.32,2019-03-27 16:00
000911,鑫元合丰纯债A,2019-03-26,1.0168,1.0169,0.01,2019-03-27 15:00
000940,富国中小盘精选混合,2019-03-26,1.2110,1.2098,-0.10,2019-03-27 15:00
000896,鑫元聚鑫收益增强债A,2019-03-26,0.9846,0.9846,0.00,2019-03-27 15:00
000934,国富大中华精选混合,2019-03-25,1.3110,1.3159,0.38,2019-03-27 16:00
000958,东吴鼎元A,2019-03-26,0.9340,0.9342,0.02,2019-03-27 15:00
000926,中信建投睿信灵活配置混合A,2019-03-26,0.6880,0.6886,0.09,2019-03-27 15:00
000955,南方产业活力,2019-03-26,0.9690,0.9852,1.67,2019-03-27 15:00
000967,华泰柏瑞创新动力混合,2019-03-26,1.4880,1.5028,0.99,2019-03-27 15:00
000977,长城环保主题混合,2019-03-26,0.9422,0.9468,0.49,2019-03-27 15:00
000933,前海开源睿远稳健增利混合C,2019-03-26,1.3180,1.3203,0.17,2019-03-27 15:00
000931,国寿安保尊益信用纯债一年,2019-03-22,1.0630,1.0646,0.15,2019-03-27 15:00
000988,嘉实全球互联网股票人民币,2019-03-25,1.4430,1.4486,0.39,2019-03-27 04:00
000993,华宝稳健回报混合,2019-03-26,0.7780,0.7810,0.38,2019-03-27 15:00
001001,华夏债券A/B,2019-03-26,1.0990,1.0994,0.04,2019-03-27 15:00
000970,东方红睿元混合,2019-03-22,2.3350,2.3524,0.75,2019-03-27 15:00
000972,新华万银策略灵活配置混合,2019-03-26,1.0150,1.0209,0.58,2019-03-27 15:00
001007,国联安鑫安灵活配置混合,2019-03-26,0.9561,0.9826,2.77,2019-03-27 15:00
000976,长城新兴产业混合,2019-03-26,1.2126,1.2159,0.27,2019-03-27 15:00
000948,华夏沪港通恒生ETF联接A,2019-03-26,1.2549,1.2549,0.00,2019-03-27 16:00
001015,华夏沪深300指数增强A,2019-03-26,1.3470,1.3619,1.10,2019-03-27 15:00
000959,东吴鼎元C,2019-03-26,0.9310,0.9312,0.02,2019-03-27 15:00
000975,MSCI中国A股国际通联接A,2019-03-26,1.0300,1.0384,0.81,2019-03-27 15:00
001030,天弘云端生活优选,2019-03-26,0.7443,0.7561,1.58,2019-03-27 15:00
001033,华夏安康优选债券C,2019-03-26,1.2960,1.2972,0.09,2019-03-27 15:00
000998,南方双元C,2019-03-26,1.0780,1.0784,0.04,2019-03-27 15:00
000997,南方双元A,2019-03-26,1.0900,1.0904,0.04,2019-03-27 15:00
000991,工银战略转型股票,2019-03-26,1.2290,1.2334,0.36,2019-03-27 15:00
001011,华夏希望债券A,2019-03-26,1.1400,1.1405,0.04,2019-03-27 15:00
001021,华夏亚债中国指数A,2019-03-26,1.2320,1.2323,0.02,2019-03-27 15:00
001016,华夏沪深300指数增强C,2019-03-26,1.3190,1.3335,1.10,2019-03-27 15:00
001075,宝盈转型动力混合,2019-03-26,0.6440,0.6519,1.23,2019-03-27 15:00
001053,南方创新经济,2019-03-26,1.2120,1.2237,0.96,2019-03-27 15:00
001050,汇添富成长多因子量化策略股票,2019-03-26,1.0920,1.0972,0.47,2019-03-27 15:00
001054,工银新金融股票,2019-03-26,1.0370,1.0491,1.16,2019-03-27 15:00
001027,前海开源中证大农业指数增强,2019-03-26,0.8500,0.8566,0.78,2019-03-27 15:00
001088,华宝国策导向混合,2019-03-26,0.6530,0.6591,0.94,2019-03-27 15:00
001019,兴业年年利定开债,2019-03-26,1.1000,1.1054,0.49,2019-03-27 15:00
001060,前海开源高端装备制造混合,2019-03-26,1.2630,1.2760,1.03,2019-03-27 15:00
001097,华泰柏瑞积极优选股票,2019-03-26,0.5940,0.6030,1.51,2019-03-27 15:00
001116,广发聚安混合C,2019-03-26,1.1520,1.1530,0.09,2019-03-27 15:00
001118,华宝事件驱动混合,2019-03-26,0.6520,0.6597,1.18,2019-03-27 15:00
001036,嘉实企业变革股票,2019-03-26,0.9590,0.9658,0.71,2019-03-27 15:00
001121,东方睿鑫热点挖掘混合C,2019-03-26,0.5582,0.5624,0.75,2019-03-27 15:00
001086,华富恒利债券A,2019-03-26,1.0830,1.0824,-0.05,2019-03-27 15:00
001059,中金绝对收益,2019-03-26,1.0230,1.0232,0.02,2019-03-27 15:00
001093,广发生物科技指数美元,2019-03-25,0.1446,0.1453,0.51,2019-03-27 04:00
001139,华安新动力灵活配置混合,2019-03-26,1.1570,1.1580,0.09,2019-03-27 15:00
001043,工银美丽城镇股票,2019-03-26,1.1300,1.1482,1.61,2019-03-27 15:00
001076,易方达改革红利混合,2019-03-26,0.9460,0.9687,2.40,2019-03-27 15:00
001147,中欧瑾源灵活配置混合C,2019-03-26,1.1577,1.1587,0.09,2019-03-27 15:00
001070,建信信息产业股票,2019-03-26,1.2070,1.2106,0.30,2019-03-27 15:00
001056,北信瑞丰健康生活,2019-03-26,0.8280,0.8479,2.40,2019-03-27 15:00
001152,融通新区域新经济灵活配置混合,2019-03-26,0.5480,0.5503,0.42,2019-03-27 15:00
001125,博时互联网主题灵活配置混合,2019-03-26,0.6830,0.6852,0.32,2019-03-27 15:00
001106,华商健康生活混合,2019-03-26,0.8100,0.8268,2.07,2019-03-27 15:00
001166,建信环保产业股票,2019-03-26,0.6540,0.6543,0.04,2019-03-27 15:00
001135,益民品质升级混合,2019-03-26,0.5480,0.5593,2.07,2019-03-27 15:00
001173,中欧瑾和灵活配置混合A,2019-03-26,1.0870,1.0900,0.27,2019-03-27 15:00
001143,华商量化进取混合,2019-03-26,0.7370,0.7475,1.42,2019-03-27 15:00
001178,前海开源再融资股票,2019-03-26,1.3630,1.3662,0.23,2019-03-27 15:00
001181,南方改革机遇,2019-03-26,0.8810,0.8915,1.20,2019-03-27 15:00
001193,中金消费升级,2019-03-26,0.7100,0.7229,1.82,2019-03-27 15:00
001149,汇丰晋信恒生龙头指数C,2019-03-26,1.4942,1.5063,0.81,2019-03-27 15:00
001210,天弘互联网混合,2019-03-26,0.6017,0.5989,-0.47,2019-03-27 15:00
001202,东方红领先精选混合,2019-03-26,1.1550,1.1571,0.19,2019-03-27 15:00
001213,华润元大稳健债券C,2019-03-26,1.0360,1.0362,0.02,2019-03-27 15:00
001192,上投摩根整合驱动混合,2019-03-26,0.5430,0.5530,1.85,2019-03-27 15:00
001201,申万菱信安鑫回报混合A,2019-03-26,1.0770,1.0779,0.09,2019-03-27 15:00
001231,银华泰利灵活配置混合A,2019-03-26,1.2430,1.2684,2.04,2019-03-27 15:00
001228,国联安鑫享灵活配置混合A,2019-03-26,0.8764,0.8843,0.90,2019-03-27 15:00
001162,前海开源优势蓝筹股票A,2019-03-26,1.0120,1.0103,-0.17,2019-03-27 15:00
001171,工银养老产业股票,2019-03-26,0.7880,0.7973,1.18,2019-03-27 15:00
001203,东方红稳健精选混合A,2019-03-26,1.3240,1.3258,0.13,2019-03-27 15:00
001205,建信稳健回报灵活配置混合,2019-03-26,1.0220,1.0229,0.09,2019-03-27 15:00
001217,易方达新收益混合C,2019-03-26,1.5830,1.5953,0.78,2019-03-27 15:00
001256,泓德优选成长混合,2019-03-26,1.0960,1.1014,0.50,2019-03-27 15:00
001235,中银国有企业债A,2019-03-26,1.0220,1.0224,0.04,2019-03-27 15:00
001258,兴业收益增强债券C,2019-03-26,1.1690,1.1703,0.11,2019-03-27 15:00
001222,鹏华外延成长混合,2019-03-26,0.9860,1.0010,1.52,2019-03-27 15:00
001195,工银农业产业股票,2019-03-26,0.6620,0.6576,-0.67,2019-03-27 15:00
001208,诺安低碳经济股票,2019-03-26,1.1400,1.1501,0.89,2019-03-27 15:00
001254,泰达宏利新起点混合A,2019-03-26,1.1270,1.1410,1.24,2019-03-27 15:00
001267,泰达宏利蓝筹混合,2019-03-26,0.6460,0.6506,0.70,2019-03-27 15:00
001230,鹏华医药科技,2019-03-26,0.5360,0.5491,2.44,2019-03-27 15:00
001282,华安新机遇灵活配置,2019-03-26,1.1182,1.1188,0.05,2019-03-27 15:00
001255,长城改革红利混合,2019-03-26,0.6161,0.6204,0.69,2019-03-27 15:00
001271,英大灵活配置混合型发起式B,2019-03-26,1.0670,1.0790,1.13,2019-03-27 15:00
001245,工银生态环境股票,2019-03-26,0.6380,0.6484,1.63,2019-03-27 15:00
001276,建信新经济灵活配置混合,2019-03-26,0.7980,0.7980,0.00,2019-03-27 15:00
001281,长安鑫利优选混合A,2019-03-26,1.6081,1.6216,0.84,2019-03-27 15:00
001264,银华恒利灵活配置混合A,2019-03-26,1.2770,1.2859,0.70,2019-03-27 15:00
001307,中欧永裕混合C,2019-03-26,0.8540,0.8608,0.80,2019-03-27 15:00
001312,华安新优选灵活配置混合A,2019-03-26,0.9050,0.9058,0.09,2019-03-27 15:00
001291,大摩量化多策略股票,2019-03-26,0.8110,0.8212,1.26,2019-03-27 15:00
001268,富国国家安全主题混合,2019-03-26,0.5900,0.5874,-0.45,2019-03-27 15:00
001297,平安智慧中国混合,2019-03-26,0.5060,0.5103,0.84,2019-03-27 15:00
001322,东吴新趋势,2019-03-26,0.5020,0.5014,-0.13,2019-03-27 15:00
001318,东方新策略灵活配置混合A,2019-03-26,0.9576,0.9587,0.11,2019-03-27 15:00
001303,银华稳利灵活配置混合A,2019-03-26,0.9330,0.9338,0.09,2019-03-27 15:00
001330,鹏华弘实混合C,2019-03-26,1.1822,1.1832,0.09,2019-03-27 15:00
001332,鹏华弘信混合C,2019-03-26,1.0694,1.0746,0.49,2019-03-27 15:00
001300,大成睿景灵活配置混合A,2019-03-26,0.6890,0.6971,1.17,2019-03-27 15:00
001338,安信稳健增值混合C,2019-03-26,1.2665,1.2676,0.09,2019-03-27 15:00
001315,易方达新益混合E,2019-03-26,1.9840,1.9857,0.09,2019-03-27 15:00
001286,易方达新鑫混合E,2019-03-26,1.0700,1.0709,0.09,2019-03-27 15:00
001289,银华汇利灵活配置混合A,2019-03-26,1.4410,1.4422,0.09,2019-03-27 15:00
001349,富国改革动力混合,2019-03-26,0.5010,0.5062,1.04,2019-03-27 15:00
001326,鹏华弘和混合C,2019-03-26,1.1288,1.1298,0.09,2019-03-27 15:00
001301,大成睿景灵活配置混合C,2019-03-26,0.6670,0.6723,0.79,2019-03-27 15:00
001277,博时国企改革股票,2019-03-26,0.7630,0.7742,1.47,2019-03-27 15:00
001369,兴业稳固收益两年理财债券,2019-03-22,1.0140,1.0140,0.00,2019-03-27 15:00
001351,诺安中证500指数增强,2019-03-26,0.7329,0.7397,0.93,2019-03-27 15:00
001302,前海开源金银珠宝混合A,2019-03-26,0.9090,0.9012,-0.86,2019-03-27 15:00
001329,鹏华弘实混合A,2019-03-26,1.0902,1.0911,0.09,2019-03-27 15:00
001348,大摩新机遇混合,2019-03-26,0.9970,1.0064,0.94,2019-03-27 15:00
001335,南方利众A,2019-03-26,1.1500,1.1510,0.09,2019-03-27 15:00
001380,鹏华弘盛混合C,2019-03-26,1.7011,1.7040,0.17,2019-03-27 15:00
001337,鹏华弘益混合C,2019-03-26,1.1161,1.1171,0.09,2019-03-27 15:00
001357,泓德泓富混合A,2019-03-26,1.1464,1.1614,1.31,2019-03-27 15:00
001379,景顺长城领先回报混合C,2019-03-26,1.3720,1.3794,0.54,2019-03-27 15:00
001381,鹏华弘泽混合C,2019-03-26,1.1052,1.1061,0.09,2019-03-27 15:00
001405,东方红策略精选混合A,2019-03-26,1.0840,1.0849,0.09,2019-03-27 15:00
001364,大成景润灵活配置混合,2019-03-26,0.7940,0.7960,0.25,2019-03-27 15:00
001423,景顺长城安享回报混合C,2019-03-26,1.0840,1.0849,0.09,2019-03-27 15:00
001388,中融新经济混合C,2019-03-26,1.0170,1.0303,1.30,2019-03-27 15:00
001390,中融鑫视野混合C,2019-02-22,0.7983,0.7915,-0.85,2019-03-08 15:00
001403,招商国企改革主题混合基金,2019-03-26,0.8100,0.8166,0.82,2019-03-27 15:00
001443,易方达瑞选灵活配置混合I,2019-03-26,1.1350,1.1365,0.13,2019-03-27 15:00
001397,建信精工制造指数增强,2019-03-26,1.0249,1.0298,0.48,2019-03-27 15:00
001455,景顺长城中证500ETF联接,2019-03-26,0.7370,0.7439,0.93,2019-03-27 15:00
001414,中融鑫起点混合C,2019-03-26,0.8659,0.8666,0.09,2019-03-27 15:00
001418,泰达宏利创益混合A,2019-03-26,1.2730,1.2740,0.08,2019-03-27 15:00
001370,中银新趋势混合,2019-03-26,1.1360,1.1370,0.09,2019-03-27 15:00
001438,易方达瑞享混合E,2019-03-26,0.9690,0.9764,0.77,2019-03-27 15:00
001453,鹏华弘鑫混合A,2019-03-26,0.9748,0.9756,0.09,2019-03-27 15:00
001463,光大一带一路混合,2019-03-26,0.7450,0.7434,-0.22,2019-03-27 15:00
001466,华富永鑫灵活配置混合A,2019-03-26,1.0340,1.0357,0.16,2019-03-27 15:00
001441,易方达瑞信混合I,2019-03-26,0.9790,0.9842,0.53,2019-03-27 15:00
001467,华富永鑫灵活配置混合C,2019-03-26,1.0116,1.0133,0.16,2019-03-27 15:00
001457,华商新常态混合,2019-03-26,0.7010,0.7061,0.73,2019-03-27 15:00
001464,光大鼎鑫混合A,2019-03-26,1.0080,1.0105,0.25,2019-03-27 15:00
001469,广发中证全指金融地产联接A,2019-03-26,1.0396,1.0494,0.95,2019-03-27 15:00
